Time,Dun Laoghaire @ Peoples Park Pedestrian,Dun Laoghaire @ Peoples Park Peds IN,Dun Laoghaire @ Peoples Park Peds OUT,Dun Laoghaire @ Seapoint Beach Pedestrian,Dun Laoghaire @ Seapoint Beach Peds IN,Dun Laoghaire @ Seapoint Beach Peds OUT,Dun Laoghaire @ York Road Pedestrian,Dun Laoghaire @ York Road Peds IN,Dun Laoghaire @ York Road Peds OUT,Glenageary Pedestrian,Glenageary Peds IN,Glenageary Peds OUT,Rock Road Park - New Counter Pedestrian,Rock Road Park - New Counter Peds IN,Rock Road Park - New Counter Peds OUT,Wyattville Rd - Bicycles Towards N11 Pedestrian,Wyattville Rd - Bicycles Towards N11 Pedestrian IN,Wyattville Rd - Bicycles Towards N11 Pedestrian OUT,Wyattville Rd At Park Gates Pedestrian,Wyattville Rd At Park Gates Peds IN,Wyattville Rd At Park Gates Peds OUT,Wyattville Road At Steps Pedestrian,Wyattville Road At Steps Peds IN,Wyattville Road At Steps Peds OUT
"Jan 10, 2023 7:00 PM",92,43,49,55,20,35,35,11,24,0,0,0,681,277,404,,,,40,17,23,,,
"Jan 10, 2023 8:00 PM",105,62,43,43,22,21,26,15,11,0,0,0,489,183,306,,,,24,13,11,,,
"Jan 10, 2023 9:00 PM",41,28,13,12,6,6,16,6,10,0,0,0,636,226,410,,,,15,6,9,,,
"Jan 10, 2023 10:00 PM",10,6,4,2,2,0,1,1,0,0,0,0,865,321,544,,,,14,5,9,,,
"Jan 10, 2023 11:00 PM",7,3,4,1,0,1,3,2,1,0,0,0,359,147,212,,,,3,3,0,,,
"Jan 11, 2023 12:00 AM",0,0,0,1,0,1,0,0,0,0,0,0,388,142,246,,,,2,1,1,,,
"Jan 11, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,63,26,37,,,,3,3,0,,,
"Jan 11, 2023 2:00 AM",0,0,0,0,0,0,2,1,1,0,0,0,24,9,15,,,,0,0,0,,,
"Jan 11, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,74,40,34,,,,0,0,0,,,
"Jan 11, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,72,39,33,,,,3,2,1,,,
"Jan 11, 2023 5:00 AM",6,3,3,2,2,0,0,0,0,0,0,0,25,21,4,,,,6,2,4,,,
"Jan 11, 2023 6:00 AM",37,17,20,12,5,7,12,10,2,0,0,0,129,59,70,,,,7,5,2,,,
"Jan 11, 2023 7:00 AM",47,30,17,17,4,13,16,6,10,0,0,0,697,265,432,,,,27,11,16,,,
"Jan 11, 2023 8:00 AM",71,35,36,19,6,13,19,8,11,0,0,0,1240,418,822,,,,112,83,29,,,
"Jan 11, 2023 9:00 AM",63,29,34,27,19,8,13,7,6,0,0,0,718,262,456,,,,41,19,22,,,
"Jan 11, 2023 10:00 AM",43,25,18,20,9,11,16,7,9,0,0,0,489,195,294,,,,17,9,8,,,
"Jan 11, 2023 11:00 AM",38,24,14,8,7,1,7,5,2,0,0,0,458,229,229,,,,16,6,10,,,
"Jan 11, 2023 12:00 PM",65,38,27,18,7,11,25,13,12,0,0,0,475,223,252,,,,20,11,9,,,
"Jan 11, 2023 1:00 PM",76,37,39,33,18,15,33,20,13,0,0,0,898,374,524,,,,54,18,36,,,
"Jan 11, 2023 2:00 PM",67,37,30,26,15,11,16,11,5,0,0,0,835,346,489,,,,48,24,24,,,
"Jan 11, 2023 3:00 PM",76,38,38,22,13,9,22,11,11,0,0,0,1037,454,583,,,,107,24,83,,,
"Jan 11, 2023 4:00 PM",82,52,30,35,19,16,33,21,12,0,0,0,1020,444,576,,,,60,26,34,,,
"Jan 11, 2023 5:00 PM",76,40,36,38,22,16,37,24,13,0,0,0,1210,448,762,,,,53,22,31,,,
"Jan 11, 2023 6:00 PM",63,37,26,42,22,20,23,11,12,0,0,0,1058,421,637,,,,57,25,32,,,
"Jan 11, 2023 7:00 PM",68,41,27,33,16,17,25,16,9,0,0,0,641,276,365,,,,36,21,15,,,
"Jan 11, 2023 8:00 PM",24,15,9,15,5,10,18,7,11,0,0,0,523,201,322,,,,21,11,10,,,
"Jan 11, 2023 9:00 PM",11,9,2,8,4,4,10,4,6,0,0,0,678,276,402,,,,6,4,2,,,
"Jan 11, 2023 10:00 PM",12,8,4,2,1,1,1,0,1,0,0,0,895,365,530,,,,10,4,6,,,
"Jan 11, 2023 11:00 PM",5,3,2,0,0,0,0,0,0,0,0,0,1217,470,747,,,,3,1,2,,,
"Jan 12, 2023 12:00 AM",0,0,0,0,0,0,1,1,0,0,0,0,678,301,377,,,,4,4,0,,,
"Jan 12, 2023 1:00 AM",0,0,0,0,0,0,3,2,1,0,0,0,257,202,55,,,,1,1,0,,,
"Jan 12, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,,,,0,0,0,,,
"Jan 12, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,120,31,89,,,,1,1,0,,,
"Jan 12, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,,,,1,1,0,,,
"Jan 12, 2023 5:00 AM",1,0,1,1,1,0,0,0,0,0,0,0,7,5,2,,,,5,3,2,,,
"Jan 12, 2023 6:00 AM",27,13,14,6,2,4,5,2,3,0,0,0,111,60,51,,,,2,2,0,,,
"Jan 12, 2023 7:00 AM",43,23,20,18,8,10,17,8,9,0,0,0,756,305,451,,,,23,9,14,,,
"Jan 12, 2023 8:00 AM",78,37,41,25,9,16,22,7,15,0,0,0,1485,496,989,,,,106,73,33,,,
"Jan 12, 2023 9:00 AM",78,41,37,21,15,6,15,10,5,0,0,0,992,389,603,,,,47,23,24,,,
"Jan 12, 2023 10:00 AM",57,38,19,39,20,19,22,11,11,0,0,0,606,207,399,,,,27,14,13,,,
"Jan 12, 2023 11:00 AM",82,47,35,26,13,13,19,9,10,0,0,0,642,267,375,,,,30,16,14,,,
"Jan 12, 2023 12:00 PM",93,56,37,31,17,14,20,10,10,0,0,0,859,337,522,,,,29,15,14,,,
"Jan 12, 2023 1:00 PM",81,42,39,34,22,12,29,16,13,0,0,0,963,457,506,,,,23,7,16,,,
"Jan 12, 2023 2:00 PM",86,47,39,30,17,13,10,6,4,0,0,0,883,393,490,,,,47,17,30,,,
"Jan 12, 2023 3:00 PM",61,41,20,17,12,5,10,7,3,0,0,0,1072,437,635,,,,74,11,63,,,
"Jan 12, 2023 4:00 PM",66,26,40,18,12,6,23,15,8,0,0,0,1098,491,607,,,,49,14,35,,,
"Jan 12, 2023 5:00 PM",38,23,15,22,16,6,20,14,6,0,0,0,1183,473,710,,,,40,17,23,,,
"Jan 12, 2023 6:00 PM",47,21,26,20,11,9,23,11,12,0,0,0,1232,507,725,,,,33,18,15,,,
"Jan 12, 2023 7:00 PM",39,27,12,22,13,9,12,8,4,0,0,0,1344,572,772,,,,31,17,14,,,
"Jan 12, 2023 8:00 PM",32,20,12,15,9,6,12,9,3,0,0,0,1035,426,609,,,,28,13,15,,,
"Jan 12, 2023 9:00 PM",12,9,3,3,1,2,4,1,3,0,0,0,1208,451,757,,,,9,4,5,,,
"Jan 12, 2023 10:00 PM",4,2,2,6,1,5,2,0,2,0,0,0,920,371,549,,,,12,6,6,,,
"Jan 12, 2023 11:00 PM",3,2,1,0,0,0,1,0,1,0,0,0,515,219,296,,,,4,4,0,,,
"Jan 13, 2023 12:00 AM",0,0,0,1,0,1,2,0,2,0,0,0,602,266,336,,,,12,8,4,,,
"Jan 13, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,1319,508,811,,,,3,2,1,,,
"Jan 13, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,601,317,284,,,,0,0,0,,,
"Jan 13, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,68,58,10,,,,5,1,4,,,
"Jan 13, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,,,,2,2,0,,,
"Jan 13, 2023 5:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,178,107,71,,,,2,1,1,,,
"Jan 13, 2023 6:00 AM",22,9,13,9,4,5,6,4,2,0,0,0,370,182,188,,,,5,4,1,,,
"Jan 13, 2023 7:00 AM",25,17,8,19,10,9,16,10,6,0,0,0,981,375,606,,,,25,8,17,,,
"Jan 13, 2023 8:00 AM",49,24,25,31,19,12,17,5,12,0,0,0,1125,492,633,,,,77,63,14,,,
"Jan 13, 2023 9:00 AM",65,37,28,23,9,14,23,10,13,0,0,0,725,308,417,,,,61,23,38,,,
"Jan 13, 2023 10:00 AM",76,39,37,24,8,16,10,5,5,0,0,0,672,310,362,,,,19,7,12,,,
"Jan 13, 2023 11:00 AM",116,69,47,30,17,13,30,17,13,0,0,0,588,256,332,,,,22,12,10,,,
"Jan 13, 2023 12:00 PM",103,49,54,56,31,25,35,19,16,0,0,0,714,291,423,,,,34,17,17,,,
"Jan 13, 2023 1:00 PM",133,79,54,46,23,23,37,20,17,0,0,0,739,344,395,,,,97,20,77,,,
"Jan 13, 2023 2:00 PM",119,68,51,35,16,19,21,12,9,0,0,0,784,357,427,,,,71,28,43,,,
"Jan 13, 2023 3:00 PM",124,68,56,45,17,28,26,14,12,0,0,0,745,348,397,,,,68,32,36,,,
"Jan 13, 2023 4:00 PM",101,55,46,28,16,12,24,9,15,0,0,0,908,335,573,,,,69,27,42,,,
"Jan 13, 2023 5:00 PM",90,40,50,40,21,19,32,18,14,0,0,0,1142,425,717,,,,59,29,30,,,
"Jan 13, 2023 6:00 PM",104,66,38,44,24,20,67,46,21,0,0,0,1279,521,758,,,,56,26,30,,,
"Jan 13, 2023 7:00 PM",89,47,42,22,15,7,55,34,21,0,0,0,1034,365,669,,,,64,30,34,,,
"Jan 13, 2023 8:00 PM",51,35,16,13,5,8,12,6,6,0,0,0,715,290,425,,,,19,10,9,,,
"Jan 13, 2023 9:00 PM",17,7,10,16,5,11,8,5,3,0,0,0,705,304,401,,,,10,7,3,,,
"Jan 13, 2023 10:00 PM",14,8,6,6,3,3,10,5,5,0,0,0,879,398,481,,,,19,8,11,,,
"Jan 13, 2023 11:00 PM",7,2,5,5,1,4,2,1,1,0,0,0,769,257,512,,,,4,2,2,,,
"Jan 14, 2023 12:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,947,330,617,,,,2,1,1,,,
"Jan 14, 2023 1:00 AM",0,0,0,2,2,0,3,1,2,0,0,0,329,175,154,,,,5,5,0,,,
"Jan 14, 2023 2:00 AM",3,2,1,0,0,0,0,0,0,0,0,0,15,10,5,,,,1,0,1,,,
"Jan 14, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,78,38,40,,,,0,0,0,,,
"Jan 14, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,31,23,8,,,,1,1,0,,,
"Jan 14, 2023 5:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,41,30,11,,,,2,1,1,,,
"Jan 14, 2023 6:00 AM",8,1,7,3,1,2,1,1,0,0,0,0,309,34,275,,,,1,0,1,,,
"Jan 14, 2023 7:00 AM",29,15,14,11,6,5,4,4,0,0,0,0,424,151,273,,,,5,3,2,,,
"Jan 14, 2023 8:00 AM",57,33,24,38,21,17,34,22,12,0,0,0,265,119,146,,,,17,7,10,,,
"Jan 14, 2023 9:00 AM",95,46,49,50,24,26,36,23,13,0,0,0,458,217,241,,,,24,8,16,,,
"Jan 14, 2023 10:00 AM",163,95,68,65,31,34,36,22,14,0,0,0,601,311,290,,,,32,15,17,,,
"Jan 14, 2023 11:00 AM",159,92,67,61,29,32,56,41,15,0,0,0,880,370,510,,,,45,27,18,,,
"Jan 14, 2023 12:00 PM",213,118,95,80,41,39,57,33,24,0,0,0,835,376,459,,,,56,26,30,,,
"Jan 14, 2023 1:00 PM",239,142,97,66,40,26,51,30,21,0,0,0,1022,389,633,,,,42,21,21,,,
"Jan 14, 2023 2:00 PM",160,83,77,58,35,23,50,30,20,0,0,0,682,263,419,,,,29,15,14,,,
"Jan 14, 2023 3:00 PM",196,109,87,70,47,23,54,36,18,0,0,0,1225,534,691,,,,47,27,20,,,
"Jan 14, 2023 4:00 PM",169,94,75,57,28,29,36,16,20,0,0,0,1243,484,759,,,,31,18,13,,,
"Jan 14, 2023 5:00 PM",115,49,66,33,17,16,28,18,10,0,0,0,1449,503,946,,,,37,15,22,,,
"Jan 14, 2023 6:00 PM",47,26,21,23,10,13,18,7,11,0,0,0,1677,559,1118,,,,25,10,15,,,
"Jan 14, 2023 7:00 PM",36,20,16,8,4,4,11,4,7,0,0,0,1116,439,677,,,,23,13,10,,,
"Jan 14, 2023 8:00 PM",30,18,12,2,1,1,6,2,4,0,0,0,846,336,510,,,,17,7,10,,,
"Jan 14, 2023 9:00 PM",5,2,3,3,2,1,0,0,0,0,0,0,1131,525,606,,,,8,5,3,,,
"Jan 14, 2023 10:00 PM",9,5,4,1,0,1,4,0,4,0,0,0,1094,417,677,,,,10,6,4,,,
"Jan 14, 2023 11:00 PM",3,2,1,6,4,2,0,0,0,0,0,0,1438,576,862,,,,7,5,2,,,
"Jan 15, 2023 12:00 AM",0,0,0,0,0,0,1,1,0,0,0,0,915,441,474,,,,5,4,1,,,
"Jan 15, 2023 1:00 AM",4,3,1,0,0,0,0,0,0,0,0,0,486,177,309,,,,8,6,2,,,
"Jan 15, 2023 2:00 AM",1,1,0,1,1,0,1,1,0,0,0,0,519,223,296,,,,2,2,0,,,
"Jan 15, 2023 3:00 AM",1,0,1,0,0,0,1,0,1,0,0,0,60,14,46,,,,1,0,1,,,
"Jan 15, 2023 4:00 AM",0,0,0,0,0,0,3,2,1,0,0,0,28,15,13,,,,0,0,0,,,
"Jan 15, 2023 5:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,66,39,27,,,,5,2,3,,,
"Jan 15, 2023 6:00 AM",6,4,2,3,2,1,0,0,0,0,0,0,27,18,9,,,,2,0,2,,,
"Jan 15, 2023 7:00 AM",20,8,12,4,2,2,7,3,4,0,0,0,178,83,95,,,,5,0,5,,,
"Jan 15, 2023 8:00 AM",17,5,12,8,6,2,14,10,4,0,0,0,486,168,318,,,,14,7,7,,,
"Jan 15, 2023 9:00 AM",89,35,54,44,22,22,33,20,13,0,0,0,517,239,278,,,,20,8,12,,,
"Jan 15, 2023 10:00 AM",169,103,66,52,25,27,42,20,22,0,0,0,555,249,306,,,,56,28,28,,,
"Jan 15, 2023 11:00 AM",320,172,148,84,37,47,60,38,22,0,0,0,715,334,381,,,,52,30,22,,,
"Jan 15, 2023 12:00 PM",410,256,154,80,43,37,72,38,34,0,0,0,846,383,463,,,,73,28,45,,,
"Jan 15, 2023 1:00 PM",387,213,174,96,49,47,75,36,39,0,0,0,1117,455,662,,,,56,28,28,,,
"Jan 15, 2023 2:00 PM",372,200,172,64,38,26,56,29,27,0,0,0,1058,458,600,,,,46,20,26,,,
"Jan 15, 2023 3:00 PM",375,212,163,70,35,35,60,31,29,0,0,0,1093,398,695,,,,47,14,33,,,
"Jan 15, 2023 4:00 PM",270,135,135,62,30,32,66,30,36,0,0,0,1087,427,660,,,,48,20,28,,,
"Jan 15, 2023 5:00 PM",143,88,55,34,13,21,49,23,26,0,0,0,953,441,512,,,,40,22,18,,,
"Jan 15, 2023 6:00 PM",58,32,26,26,9,17,20,8,12,0,0,0,872,349,523,,,,43,22,21,,,
"Jan 15, 2023 7:00 PM",73,38,35,21,11,10,15,6,9,0,0,0,974,455,519,,,,21,10,11,,,
"Jan 15, 2023 8:00 PM",48,26,22,26,14,12,13,6,7,0,0,0,806,344,462,,,,13,9,4,,,
"Jan 15, 2023 9:00 PM",27,11,16,8,3,5,10,3,7,0,0,0,1726,651,1075,,,,12,3,9,,,
"Jan 15, 2023 10:00 PM",9,5,4,9,3,6,5,2,3,0,0,0,1819,755,1064,,,,10,5,5,,,
"Jan 15, 2023 11:00 PM",2,1,1,4,1,3,2,1,1,0,0,0,2233,856,1377,,,,8,7,1,,,
"Jan 16, 2023 12:00 AM",1,1,0,0,0,0,0,0,0,0,0,0,1927,689,1238,,,,2,2,0,,,
"Jan 16, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,208,84,124,,,,0,0,0,,,
"Jan 16, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,168,74,94,,,,0,0,0,,,
"Jan 16, 2023 3:00 AM",0,0,0,2,2,0,0,0,0,0,0,0,298,169,129,,,,1,1,0,,,
"Jan 16, 2023 4:00 AM",0,0,0,2,0,2,0,0,0,0,0,0,473,282,191,,,,0,0,0,,,
"Jan 16, 2023 5:00 AM",3,1,2,2,0,2,2,1,1,0,0,0,116,54,62,,,,4,2,2,,,
"Jan 16, 2023 6:00 AM",25,12,13,6,2,4,4,3,1,0,0,0,356,198,158,,,,5,4,1,,,
"Jan 16, 2023 7:00 AM",45,27,18,17,6,11,11,6,5,0,0,0,1325,570,755,,,,34,15,19,,,
"Jan 16, 2023 8:00 AM",72,32,40,16,7,9,20,11,9,0,0,0,2469,1070,1399,,,,121,85,36,,,
"Jan 16, 2023 9:00 AM",77,45,32,40,16,24,12,6,6,0,0,0,763,351,412,,,,42,19,23,,,
"Jan 16, 2023 10:00 AM",97,49,48,23,7,16,14,7,7,0,0,0,1124,550,574,,,,34,16,18,,,
"Jan 16, 2023 11:00 AM",156,93,63,27,12,15,26,20,6,0,0,0,775,355,420,,,,36,20,16,,,
"Jan 16, 2023 12:00 PM",146,78,68,51,24,27,49,23,26,0,0,0,1252,530,722,,,,52,22,30,,,
"Jan 16, 2023 1:00 PM",214,108,106,58,34,24,54,31,23,0,0,0,1875,745,1130,,,,72,25,47,,,
"Jan 16, 2023 2:00 PM",162,89,73,40,22,18,27,12,15,0,0,0,886,422,464,,,,62,21,41,,,
"Jan 16, 2023 3:00 PM",122,65,57,32,20,12,25,18,7,0,0,0,1102,434,668,,,,101,23,78,,,
"Jan 16, 2023 4:00 PM",101,63,38,39,25,14,18,8,10,0,0,0,1279,485,794,,,,81,28,53,,,
"Jan 16, 2023 5:00 PM",101,49,52,27,21,6,36,20,16,0,0,0,1734,671,1063,,,,73,37,36,,,
"Jan 16, 2023 6:00 PM",119,65,54,42,21,21,36,21,15,0,0,0,1497,615,882,,,,83,46,37,,,
"Jan 16, 2023 7:00 PM",106,52,54,39,21,18,39,23,16,0,0,0,795,322,473,,,,38,12,26,,,
"Jan 16, 2023 8:00 PM",102,60,42,26,14,12,26,14,12,0,0,0,2032,843,1189,,,,29,18,11,,,
"Jan 16, 2023 9:00 PM",50,25,25,9,3,6,20,8,12,0,0,0,1632,564,1068,,,,12,4,8,,,
"Jan 16, 2023 10:00 PM",15,11,4,3,1,2,5,2,3,0,0,0,1606,543,1063,,,,13,6,7,,,
"Jan 16, 2023 11:00 PM",4,3,1,4,1,3,5,1,4,0,0,0,1906,770,1136,,,,5,4,1,,,
"Jan 17, 2023 12:00 AM",0,0,0,0,0,0,3,1,2,0,0,0,1114,500,614,,,,4,4,0,,,
"Jan 17, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,289,146,143,,,,1,0,1,,,
"Jan 17, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,117,87,30,,,,0,0,0,,,
"Jan 17, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,155,113,42,,,,0,0,0,,,
"Jan 17, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,79,56,23,,,,1,1,0,,,
"Jan 17, 2023 5:00 AM",5,0,5,0,0,0,1,1,0,0,0,0,65,41,24,,,,5,2,3,,,
"Jan 17, 2023 6:00 AM",16,9,7,5,2,3,3,2,1,0,0,0,1088,509,579,,,,3,2,1,,,
"Jan 17, 2023 7:00 AM",49,25,24,23,11,12,14,6,8,0,0,0,1915,890,1025,,,,20,6,14,,,
"Jan 17, 2023 8:00 AM",65,38,27,35,14,21,10,3,7,0,0,0,2168,932,1236,,,,106,77,29,,,
"Jan 17, 2023 9:00 AM",74,41,33,17,12,5,16,8,8,0,0,0,1490,739,751,,,,58,26,32,,,
"Jan 17, 2023 10:00 AM",110,60,50,33,16,17,35,18,17,0,0,0,1049,480,569,,,,55,18,37,,,
"Jan 17, 2023 11:00 AM",143,66,77,38,19,19,26,17,9,0,0,0,1016,499,517,,,,49,22,27,,,
"Jan 17, 2023 12:00 PM",134,81,53,34,17,17,40,21,19,0,0,0,1305,602,703,,,,55,28,27,,,
"Jan 17, 2023 1:00 PM",198,100,98,57,35,22,58,32,26,0,0,0,1561,758,803,,,,79,37,42,,,
"Jan 17, 2023 2:00 PM",128,63,65,30,8,22,29,15,14,0,0,0,1324,634,690,,,,80,31,49,,,
"Jan 17, 2023 3:00 PM",98,49,49,34,22,12,25,13,12,0,0,0,1289,582,707,,,,107,28,79,,,
"Jan 17, 2023 4:00 PM",104,63,41,46,29,17,28,17,11,0,0,0,1298,542,756,,,,54,21,33,,,
"Jan 17, 2023 5:00 PM",75,41,34,42,25,17,42,23,19,0,0,0,1787,762,1025,,,,54,30,24,,,
"Jan 17, 2023 6:00 PM",86,51,35,50,26,24,48,31,17,0,0,0,2066,874,1192,,,,62,40,22,,,
"Jan 17, 2023 7:00 PM",67,43,24,60,31,29,43,19,24,0,0,0,1219,568,651,,,,49,31,18,,,
"Jan 17, 2023 8:00 PM",71,44,27,18,10,8,21,9,12,0,0,0,1356,608,748,,,,41,18,23,,,
"Jan 17, 2023 9:00 PM",29,19,10,13,4,9,6,2,4,0,0,0,1959,969,990,,,,14,8,6,,,
"Jan 17, 2023 10:00 PM",6,3,3,0,0,0,5,1,4,0,0,0,2539,1112,1427,,,,12,9,3,,,
"Jan 17, 2023 11:00 PM",2,1,1,2,1,1,1,0,1,0,0,0,1436,376,1060,,,,3,2,1,,,
"Jan 18, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,1318,492,826,,,,3,3,0,,,
"Jan 18, 2023 1:00 AM",0,0,0,0,0,0,1,0,1,0,0,0,338,164,174,,,,0,0,0,,,
"Jan 18, 2023 2:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,50,38,12,,,,0,0,0,,,
"Jan 18, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,607,444,163,,,,0,0,0,,,
"Jan 18, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,761,484,277,,,,0,0,0,,,
"Jan 18, 2023 5:00 AM",4,1,3,0,0,0,0,0,0,0,0,0,150,119,31,,,,7,3,4,,,
"Jan 18, 2023 6:00 AM",30,14,16,7,5,2,5,4,1,0,0,0,502,286,216,,,,5,4,1,,,
"Jan 18, 2023 7:00 AM",44,26,18,21,9,12,19,4,15,0,0,0,1327,545,782,,,,25,7,18,,,
"Jan 18, 2023 8:00 AM",52,24,28,37,9,28,11,3,8,0,0,0,1776,682,1094,,,,113,82,31,,,
"Jan 18, 2023 9:00 AM",88,53,35,27,17,10,13,10,3,0,0,0,1335,523,812,,,,50,25,25,,,
"Jan 18, 2023 10:00 AM",79,52,27,24,15,9,16,12,4,0,0,0,1088,496,592,,,,33,17,16,,,
"Jan 18, 2023 11:00 AM",110,55,55,25,10,15,25,11,14,0,0,0,866,393,473,,,,34,15,19,,,
"Jan 18, 2023 12:00 PM",85,51,34,29,18,11,34,13,21,0,0,0,900,382,518,,,,34,19,15,,,
"Jan 18, 2023 1:00 PM",106,54,52,27,15,12,25,17,8,0,0,0,1669,719,950,,,,59,29,30,,,
"Jan 18, 2023 2:00 PM",89,43,46,14,9,5,21,11,10,0,0,0,970,463,507,,,,52,20,32,,,
"Jan 18, 2023 3:00 PM",73,36,37,34,18,16,25,17,8,0,0,0,1049,448,601,,,,95,23,72,,,
"Jan 18, 2023 4:00 PM",87,46,41,16,6,10,30,20,10,0,0,0,1226,527,699,,,,47,17,30,,,
"Jan 18, 2023 5:00 PM",55,26,29,34,17,17,37,25,12,0,0,0,1992,804,1188,,,,80,40,40,,,
"Jan 18, 2023 6:00 PM",74,38,36,49,29,20,35,19,16,0,0,0,1622,626,996,,,,67,36,31,,,
"Jan 18, 2023 7:00 PM",81,49,32,28,17,11,32,21,11,0,0,0,1217,538,679,,,,52,29,23,,,
"Jan 18, 2023 8:00 PM",65,38,27,19,13,6,9,5,4,0,0,0,1212,502,710,,,,24,14,10,,,
"Jan 18, 2023 9:00 PM",38,22,16,6,4,2,11,3,8,0,0,0,1403,513,890,,,,14,6,8,,,
"Jan 18, 2023 10:00 PM",14,7,7,8,4,4,7,3,4,0,0,0,1166,475,691,,,,14,5,9,,,
"Jan 18, 2023 11:00 PM",8,7,1,1,0,1,2,1,1,0,0,0,1436,568,868,,,,10,6,4,,,
"Jan 19, 2023 12:00 AM",0,0,0,1,0,1,3,2,1,0,0,0,456,212,244,,,,6,5,1,,,
"Jan 19, 2023 1:00 AM",0,0,0,1,1,0,0,0,0,0,0,0,44,21,23,,,,1,0,1,,,
"Jan 19, 2023 2:00 AM",0,0,0,2,1,1,0,0,0,0,0,0,25,14,11,,,,0,0,0,,,
"Jan 19, 2023 3:00 AM",2,2,0,0,0,0,0,0,0,0,0,0,16,12,4,,,,1,1,0,,,
"Jan 19, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,0,0,0,125,93,32,,,,2,2,0,,,
"Jan 19, 2023 5:00 AM",2,0,2,0,0,0,0,0,0,0,0,0,259,138,121,,,,6,3,3,,,
"Jan 19, 2023 6:00 AM",29,11,18,6,3,3,7,3,4,0,0,0,510,252,258,,,,4,3,1,,,
"Jan 19, 2023 7:00 AM",44,22,22,20,7,13,10,3,7,0,0,0,928,376,552,,,,23,8,15,,,
"Jan 19, 2023 8:00 AM",71,33,38,36,16,20,22,11,11,0,0,0,1522,582,940,,,,115,84,31,,,
"Jan 19, 2023 9:00 AM",80,48,32,22,16,6,21,10,11,0,0,0,1265,552,713,,,,46,27,19,,,
"Jan 19, 2023 10:00 AM",128,68,60,36,20,16,28,19,9,0,0,0,633,316,317,,,,28,12,16,,,
"Jan 19, 2023 11:00 AM",124,76,48,35,10,25,17,10,7,0,0,0,875,421,454,,,,38,16,22,,,
"Jan 19, 2023 12:00 PM",151,88,63,46,35,11,41,24,17,0,0,0,954,438,516,,,,37,16,21,,,
"Jan 19, 2023 1:00 PM",191,100,91,50,22,28,44,23,21,0,0,0,1517,627,890,,,,61,23,38,,,
"Jan 19, 2023 2:00 PM",185,102,83,41,18,23,33,14,19,0,0,0,757,305,452,,,,90,35,55,,,
"Jan 19, 2023 3:00 PM",119,73,46,55,28,27,31,20,11,0,0,0,1181,479,702,,,,109,18,91,,,
"Jan 19, 2023 4:00 PM",102,66,36,33,24,9,19,11,8,0,0,0,1434,520,914,,,,66,29,37,,,
"Jan 19, 2023 5:00 PM",110,66,44,47,28,19,44,26,18,0,0,0,1567,616,951,,,,73,33,40,,,
"Jan 19, 2023 6:00 PM",81,45,36,33,23,10,27,17,10,0,0,0,1134,487,647,,,,68,40,28,,,
"Jan 19, 2023 7:00 PM",85,47,38,28,17,11,24,16,8,0,0,0,1283,513,770,,,,44,18,26,,,
"Jan 19, 2023 8:00 PM",59,35,24,27,11,16,29,18,11,0,0,0,1212,448,764,,,,39,15,24,,,
"Jan 19, 2023 9:00 PM",33,19,14,7,1,6,6,4,2,0,0,0,1380,659,721,,,,15,6,9,,,
"Jan 19, 2023 10:00 PM",7,3,4,3,1,2,3,2,1,0,0,0,1538,662,876,,,,13,8,5,,,
"Jan 19, 2023 11:00 PM",7,5,2,5,2,3,0,0,0,0,0,0,1804,720,1084,,,,5,4,1,,,
"Jan 20, 2023 12:00 AM",1,0,1,0,0,0,0,0,0,0,0,0,1124,469,655,,,,7,7,0,,,
